invoice_id,vendor_gstin,invoice_number,invoice_date,filing_period,taxable_value,cgst,sgst,igst,total_tax,total_invoice_value
INV00206,27USDRM2889MPZQ,INV/122025/00002,2025-12-11,12-2025,170314.31,0.0,0.0,30656.58,30656.58,200970.89
INV00207,27USDRM2889MPZQ,INV/082025/00003,2025-08-08,08-2025,230556.82,0.0,0.0,27666.82,27666.82,258223.64
INV00208,27USDRM2889MPZQ,INV/112025/00004,2025-11-20,11-2025,161393.37,0.0,0.0,8069.67,8069.67,169463.04
INV00209,27USDRM2889MPZQ,INV/072025/00005,2025-07-01,07-2025,112091.17,0.0,0.0,20176.41,20176.41,132267.58
INV00210,27USDRM2889MPZQ,INV/032026/00006,2026-03-08,03-2026,67955.78,0.0,0.0,19027.62,19027.62,86983.4
INV00211,27USDRM2889MPZQ,INV/012026/00007,2026-01-06,01-2026,38627.28,0.0,0.0,1931.36,1931.36,40558.64
INV00212,27USDRM2889MPZQ,INV/062025/00008,2025-06-05,06-2025,121931.34,0.0,0.0,21947.64,21947.64,143878.98
INV00213,27USDRM2889MPZQ,INV/092025/00009,2025-09-16,09-2025,110390.24,0.0,0.0,13246.83,13246.83,123637.07
INV00214,27USDRM2889MPZQ,INV/112025/00010,2025-11-03,11-2025,211254.69,0.0,0.0,25350.56,25350.56,236605.25
INV00215,27USDRM2889MPZQ,INV/032026/00011,2026-03-27,03-2026,52876.28,0.0,0.0,9517.73,9517.73,62394.01
INV00216,27USDRM2889MPZQ,INV/122025/00012,2025-12-24,12-2025,108406.38,0.0,0.0,5420.32,5420.32,113826.7
INV00217,27USDRM2889MPZQ,INV/122025/00013,2025-12-10,12-2025,195936.58,0.0,0.0,54862.24,54862.24,250798.82
INV00218,27USDRM2889MPZQ,INV/102025/00014,2025-10-06,10-2025,172272.16,0.0,0.0,48236.2,48236.2,220508.36
INV00219,27USDRM2889MPZQ,INV/062025/00015,2025-06-14,06-2025,204720.52,0.0,0.0,10236.03,10236.03,214956.55
INV00220,27USDRM2889MPZQ,INV/122025/00016,2025-12-06,12-2025,183427.78,0.0,0.0,9171.39,9171.39,192599.17
INV00221,27USDRM2889MPZQ,INV/022026/00017,2026-02-06,02-2026,83287.68,0.0,0.0,14991.78,14991.78,98279.46
INV00222,27USDRM2889MPZQ,INV/102025/00018,2025-10-08,10-2025,245577.58,0.0,0.0,68761.72,68761.72,314339.3
INV00223,27USDRM2889MPZQ,INV/092025/00019,2025-09-13,09-2025,37364.2,0.0,0.0,1868.21,1868.21,39232.41
INV00224,27USDRM2889MPZQ,INV/042025/00020,2025-04-10,04-2025,91691.16,0.0,0.0,25673.52,25673.52,117364.68
INV00225,27USDRM2889MPZQ,INV/042025/00021,2025-04-06,04-2025,23089.61,0.0,0.0,1154.48,1154.48,24244.09
INV00226,27USDRM2889MPZQ,INV/072025/00022,2025-07-10,07-2025,62113.73,0.0,0.0,7453.65,7453.65,69567.38
INV00227,27USDRM2889MPZQ,INV/062025/00023,2025-06-09,06-2025,161452.14,0.0,0.0,8072.61,8072.61,169524.75
INV00228,27USDRM2889MPZQ,INV/112025/00024,2025-11-24,11-2025,34529.41,0.0,0.0,4143.53,4143.53,38672.94
INV00229,27USDRM2889MPZQ,INV/022026/00025,2026-02-28,02-2026,117029.96,0.0,0.0,14043.6,14043.6,131073.56
INV00230,27USDRM2889MPZQ,INV/012026/00026,2026-01-15,01-2026,95927.02,0.0,0.0,11511.24,11511.24,107438.26
INV00231,27USDRM2889MPZQ,INV/052025/00027,2025-05-25,05-2025,25791.5,0.0,0.0,1289.58,1289.58,27081.08
INV00232,27USDRM2889MPZQ,INV/092025/00028,2025-09-01,09-2025,60337.8,0.0,0.0,10860.8,10860.8,71198.6
INV00233,27USDRM2889MPZQ,INV/102025/00029,2025-10-09,10-2025,28912.63,0.0,0.0,5204.27,5204.27,34116.9
INV00234,27USDRM2889MPZQ,INV/082025/00030,2025-08-25,08-2025,137930.57,0.0,0.0,6896.53,6896.53,144827.1
INV00235,27USDRM2889MPZQ,INV/042025/00031,2025-04-28,04-2025,196472.18,0.0,0.0,9823.61,9823.61,206295.79
INV00236,27USDRM2889MPZQ,INV/062025/00032,2025-06-27,06-2025,89111.21,0.0,0.0,10693.35,10693.35,99804.56
INV00237,27USDRM2889MPZQ,INV/012026/00033,2026-01-27,01-2026,234154.63,0.0,0.0,42147.83,42147.83,276302.46
INV00238,27USDRM2889MPZQ,INV/052025/00034,2025-05-19,05-2025,113964.62,0.0,0.0,31910.09,31910.09,145874.71
INV00239,27USDRM2889MPZQ,INV/102025/00035,2025-10-02,10-2025,192789.4,0.0,0.0,53981.03,53981.03,246770.43
INV00240,27USDRM2889MPZQ,INV/122025/00036,2025-12-19,12-2025,98985.31,0.0,0.0,27715.89,27715.89,126701.2
INV00241,27USDRM2889MPZQ,INV/032026/00037,2026-03-13,03-2026,201936.61,0.0,0.0,56542.25,56542.25,258478.86
INV00242,27USDRM2889MPZQ,INV/092025/00038,2025-09-19,09-2025,11929.71,0.0,0.0,1431.57,1431.57,13361.28
INV00243,27USDRM2889MPZQ,INV/082025/00039,2025-08-29,08-2025,142097.12,0.0,0.0,39787.19,39787.19,181884.31
INV00244,27USDRM2889MPZQ,INV/032026/00040,2026-03-15,03-2026,216481.15,0.0,0.0,60614.72,60614.72,277095.87
INV00245,27USDRM2889MPZQ,INV/022026/00041,2026-02-04,02-2026,149381.26,0.0,0.0,41826.75,41826.75,191208.01
INV00246,27USDRM2889MPZQ,INV/012026/00042,2026-01-10,01-2026,138047.89,0.0,0.0,16565.75,16565.75,154613.64
INV00247,27USDRM2889MPZQ,INV/112025/00043,2025-11-01,11-2025,71039.07,0.0,0.0,3551.95,3551.95,74591.02
INV00248,27USDRM2889MPZQ,INV/032026/00044,2026-03-20,03-2026,159097.65,0.0,0.0,28637.58,28637.58,187735.23
INV00249,27USDRM2889MPZQ,INV/092025/00045,2025-09-26,09-2025,110081.05,0.0,0.0,30822.69,30822.69,140903.74
INV00250,27USDRM2889MPZQ,INV/072025/00046,2025-07-16,07-2025,243595.95,0.0,0.0,29231.51,29231.51,272827.46
INV00251,27USDRM2889MPZQ,INV/092025/00047,2025-09-21,09-2025,230425.11,0.0,0.0,41476.52,41476.52,271901.63
INV00252,27USDRM2889MPZQ,INV/102025/00048,2025-10-23,10-2025,64201.0,0.0,0.0,3210.05,3210.05,67411.05
INV00253,27USDRM2889MPZQ,INV/032026/00049,2026-03-06,03-2026,43111.43,0.0,0.0,12071.2,12071.2,55182.63
INV00254,27USDRM2889MPZQ,INV/012026/00050,2026-01-01,01-2026,121743.21,0.0,0.0,14609.19,14609.19,136352.4
INV00255,27USDRM2889MPZQ,INV/092025/00051,2025-09-02,09-2025,73266.82,0.0,0.0,3663.34,3663.34,76930.16
INV00256,29BCNBV5165KFZH,INV/012026/00001,2026-01-18,01-2026,97435.1,0.0,0.0,17538.32,17538.32,114973.42
INV00257,29BCNBV5165KFZH,INV/092025/00002,2025-09-11,09-2025,119711.29,0.0,0.0,14365.35,14365.35,134076.64
INV00258,29BCNBV5165KFZH,INV/102025/00003,2025-10-04,10-2025,176043.11,0.0,0.0,49292.07,49292.07,225335.18
INV00259,29BCNBV5165KFZH,INV/082025/00004,2025-08-27,08-2025,231461.03,0.0,0.0,11573.05,11573.05,243034.08
INV00260,29BCNBV5165KFZH,INV/012026/00005,2026-01-02,01-2026,57775.43,0.0,0.0,16177.12,16177.12,73952.55
INV00261,29BCNBV5165KFZH,INV/092025/00006,2025-09-29,09-2025,222302.11,0.0,0.0,62244.59,62244.59,284546.7
INV00262,29BCNBV5165KFZH,INV/042025/00007,2025-04-16,04-2025,104338.13,0.0,0.0,12520.58,12520.58,116858.71
INV00263,29BCNBV5165KFZH,INV/122025/00008,2025-12-07,12-2025,113898.74,0.0,0.0,20501.77,20501.77,134400.51
INV00264,29BCNBV5165KFZH,INV/112025/00009,2025-11-19,11-2025,112573.49,0.0,0.0,13508.82,13508.82,126082.31
INV00265,29BCNBV5165KFZH,INV/092025/00010,2025-09-25,09-2025,191221.17,0.0,0.0,9561.06,9561.06,200782.23
INV00266,29BCNBV5165KFZH,INV/112025/00011,2025-11-18,11-2025,249438.14,0.0,0.0,69842.68,69842.68,319280.82
INV00267,29BCNBV5165KFZH,INV/072025/00012,2025-07-13,07-2025,228728.85,0.0,0.0,64044.08,64044.08,292772.93
INV00268,29BCNBV5165KFZH,INV/092025/00013,2025-09-30,09-2025,21710.62,0.0,0.0,3907.91,3907.91,25618.53
INV00269,29BCNBV5165KFZH,INV/012026/00014,2026-01-17,01-2026,20112.8,0.0,0.0,2413.54,2413.54,22526.34
INV00270,29BCNBV5165KFZH,INV/022026/00015,2026-02-01,02-2026,180547.63,0.0,0.0,9027.38,9027.38,189575.01
INV00271,29BCNBV5165KFZH,INV/092025/00016,2025-09-29,09-2025,72097.73,0.0,0.0,12977.59,12977.59,85075.32
INV00272,29BCNBV5165KFZH,INV/022026/00017,2026-02-13,02-2026,212092.63,0.0,0.0,38176.67,38176.67,250269.3
INV00273,29BCNBV5165KFZH,INV/052025/00018,2025-05-19,05-2025,245768.42,0.0,0.0,68815.16,68815.16,314583.58
INV00274,29BCNBV5165KFZH,INV/082025/00019,2025-08-20,08-2025,133034.52,0.0,0.0,15964.14,15964.14,148998.66
INV00275,29BCNBV5165KFZH,INV/042025/00020,2025-04-24,04-2025,40566.3,0.0,0.0,2028.32,2028.32,42594.62
INV00276,29BCNBV5165KFZH,INV/022026/00021,2026-02-01,02-2026,169338.74,0.0,0.0,20320.65,20320.65,189659.39
INV00277,29BCNBV5165KFZH,INV/102025/00022,2025-10-15,10-2025,246607.91,0.0,0.0,12330.4,12330.4,258938.31
INV00278,29BCNBV5165KFZH,INV/072025/00023,2025-07-28,07-2025,78283.64,0.0,0.0,9394.04,9394.04,87677.68
INV00279,29BCNBV5165KFZH,INV/032026/00024,2026-03-01,03-2026,32090.1,0.0,0.0,8985.23,8985.23,41075.33
INV00280,29BCNBV5165KFZH,INV/112025/00025,2025-11-16,11-2025,195777.04,0.0,0.0,9788.85,9788.85,205565.89
INV00281,29BCNBV5165KFZH,INV/012026/00026,2026-01-03,01-2026,82891.84,0.0,0.0,14920.53,14920.53,97812.37
INV00282,29BCNBV5165KFZH,INV/072025/00027,2025-07-17,07-2025,223008.65,0.0,0.0,26761.04,26761.04,249769.69
INV00283,29BCNBV5165KFZH,INV/062025/00028,2025-06-08,06-2025,65265.45,0.0,0.0,18274.33,18274.33,83539.78
INV00284,29BCNBV5165KFZH,INV/032026/00029,2026-03-10,03-2026,147331.65,0.0,0.0,26519.7,26519.7,173851.35
INV00285,29BCNBV5165KFZH,INV/042025/00030,2025-04-10,04-2025,193411.07,0.0,0.0,54155.1,54155.1,247566.17
INV00286,29BCNBV5165KFZH,INV/062025/00031,2025-06-21,06-2025,113951.55,0.0,0.0,20511.28,20511.28,134462.83
INV00287,29BCNBV5165KFZH,INV/012026/00032,2026-01-01,01-2026,86820.25,0.0,0.0,10418.43,10418.43,97238.68
INV00288,29BCNBV5165KFZH,INV/012026/00033,2026-01-30,01-2026,93717.94,0.0,0.0,11246.15,11246.15,104964.09
INV00289,29BCNBV5165KFZH,INV/102025/00034,2025-10-26,10-2025,231445.82,0.0,0.0,11572.29,11572.29,243018.11
INV00290,29BCNBV5165KFZH,INV/012026/00035,2026-01-25,01-2026,19670.84,0.0,0.0,983.54,983.54,20654.38
INV00291,29BCNBV5165KFZH,INV/012026/00036,2026-01-12,01-2026,53948.89,0.0,0.0,15105.69,15105.69,69054.58
INV00292,29BCNBV5165KFZH,INV/022026/00037,2026-02-14,02-2026,127471.3,0.0,0.0,6373.57,6373.57,133844.87
INV00293,29BCNBV5165KFZH,INV/092025/00038,2025-09-26,09-2025,114989.9,0.0,0.0,32197.17,32197.17,147187.07
INV00294,29BCNBV5165KFZH,INV/052025/00039,2025-05-05,05-2025,170218.49,0.0,0.0,47661.18,47661.18,217879.67
INV00295,29BCNBV5165KFZH,INV/062025/00040,2025-06-18,06-2025,156472.66,0.0,0.0,18776.72,18776.72,175249.38
INV00296,29TXBRY6779P8ZV,INV/072025/00001,2025-07-25,07-2025,21213.81,0.0,0.0,1060.69,1060.69,22274.5
INV00297,29TXBRY6779P8ZV,INV/122025/00002,2025-12-05,12-2025,242077.54,0.0,0.0,12103.88,12103.88,254181.42
INV00298,29TXBRY6779P8ZV,INV/012026/00003,2026-01-08,01-2026,238399.95,0.0,0.0,28607.99,28607.99,267007.94
INV00299,29TXBRY6779P8ZV,INV/032026/00004,2026-03-24,03-2026,101530.24,0.0,0.0,18275.44,18275.44,119805.68
INV00300,29TXBRY6779P8ZV,INV/072025/00005,2025-07-22,07-2025,115039.92,0.0,0.0,32211.18,32211.18,147251.1
INV00301,29TXBRY6779P8ZV,INV/082025/00006,2025-08-04,08-2025,206822.57,0.0,0.0,37228.06,37228.06,244050.63
INV00302,29TXBRY6779P8ZV,INV/032026/00007,2026-03-22,03-2026,171604.51,0.0,0.0,8580.23,8580.23,180184.74
INV00303,29TXBRY6779P8ZV,INV/022026/00008,2026-02-22,02-2026,245464.33,0.0,0.0,29455.72,29455.72,274920.05
INV00304,29TXBRY6779P8ZV,INV/072025/00009,2025-07-16,07-2025,198598.73,0.0,0.0,23831.85,23831.85,222430.58
INV00305,29TXBRY6779P8ZV,INV/062025/00010,2025-06-11,06-2025,105112.14,0.0,0.0,29431.4,29431.4,134543.54
INV00306,29TXBRY6779P8ZV,INV/072025/00011,2025-07-04,07-2025,48953.16,0.0,0.0,8811.57,8811.57,57764.73
INV00307,29TXBRY6779P8ZV,INV/032026/00012,2026-03-09,03-2026,125471.86,0.0,0.0,6273.59,6273.59,131745.45
INV00308,29TXBRY6779P8ZV,INV/072025/00013,2025-07-14,07-2025,172118.97,0.0,0.0,48193.31,48193.31,220312.28
INV00309,29TXBRY6779P8ZV,INV/062025/00014,2025-06-23,06-2025,21925.34,0.0,0.0,6139.1,6139.1,28064.44
INV00310,29TXBRY6779P8ZV,INV/102025/00015,2025-10-14,10-2025,55541.36,0.0,0.0,6664.96,6664.96,62206.32
INV00311,29TXBRY6779P8ZV,INV/032026/00016,2026-03-28,03-2026,176532.5,0.0,0.0,21183.9,21183.9,197716.4
INV00312,29TXBRY6779P8ZV,INV/092025/00017,2025-09-17,09-2025,145695.71,0.0,0.0,17483.49,17483.49,163179.2
INV00313,29TXBRY6779P8ZV,INV/032026/00018,2026-03-11,03-2026,50948.09,0.0,0.0,14265.47,14265.47,65213.56
INV00314,29TXBRY6779P8ZV,INV/022026/00019,2026-02-08,02-2026,27435.96,0.0,0.0,3292.32,3292.32,30728.28
INV00315,29TXBRY6779P8ZV,INV/072025/00020,2025-07-29,07-2025,238837.63,0.0,0.0,11941.88,11941.88,250779.51
INV00316,29TXBRY6779P8ZV,INV/052025/00021,2025-05-27,05-2025,173652.92,0.0,0.0,31257.53,31257.53,204910.45
INV00317,29TXBRY6779P8ZV,INV/072025/00022,2025-07-24,07-2025,37122.42,0.0,0.0,1856.12,1856.12,38978.54
INV00318,29TXBRY6779P8ZV,INV/102025/00023,2025-10-17,10-2025,116239.41,0.0,0.0,5811.97,5811.97,122051.38
INV00319,29TXBRY6779P8ZV,INV/082025/00024,2025-08-28,08-2025,141022.16,0.0,0.0,16922.66,16922.66,157944.82
INV00320,29TXBRY6779P8ZV,INV/112025/00025,2025-11-24,11-2025,234388.59,0.0,0.0,42189.95,42189.95,276578.54
INV00321,29TXBRY6779P8ZV,INV/072025/00026,2025-07-23,07-2025,204319.92,0.0,0.0,36777.59,36777.59,241097.51
INV00322,29TXBRY6779P8ZV,INV/022026/00027,2026-02-28,02-2026,159809.0,0.0,0.0,7990.45,7990.45,167799.45
INV00323,29TXBRY6779P8ZV,INV/032026/00028,2026-03-31,03-2026,217623.17,0.0,0.0,10881.16,10881.16,228504.33
INV00324,29TXBRY6779P8ZV,INV/012026/00029,2026-01-22,01-2026,227979.75,0.0,0.0,41036.35,41036.35,269016.1
INV00325,29TXBRY6779P8ZV,INV/022026/00030,2026-02-07,02-2026,196103.48,0.0,0.0,9805.17,9805.17,205908.65
INV00326,29TXBRY6779P8ZV,INV/012026/00031,2026-01-20,01-2026,165680.09,0.0,0.0,8284.0,8284.0,173964.09
INV00327,29TXBRY6779P8ZV,INV/102025/00032,2025-10-31,10-2025,93245.37,0.0,0.0,26108.7,26108.7,119354.07
INV00328,29TXBRY6779P8ZV,INV/052025/00033,2025-05-16,05-2025,153669.6,0.0,0.0,18440.35,18440.35,172109.95
INV00329,29TXBRY6779P8ZV,INV/062025/00034,2025-06-08,06-2025,78049.73,0.0,0.0,3902.49,3902.49,81952.22
INV00330,29TXBRY6779P8ZV,INV/082025/00035,2025-08-04,08-2025,64242.76,0.0,0.0,11563.7,11563.7,75806.46
INV00331,29TXBRY6779P8ZV,INV/072025/00036,2025-07-12,07-2025,119395.59,0.0,0.0,21491.21,21491.21,140886.8
INV00332,29TXBRY6779P8ZV,INV/022026/00037,2026-02-08,02-2026,236692.83,0.0,0.0,66273.99,66273.99,302966.82
INV00333,29TXBRY6779P8ZV,INV/032026/00038,2026-03-05,03-2026,68084.53,0.0,0.0,8170.14,8170.14,76254.67
INV00334,29TXBRY6779P8ZV,INV/042025/00039,2025-04-21,04-2025,223086.46,0.0,0.0,40155.56,40155.56,263242.02
INV00335,29TXBRY6779P8ZV,INV/092025/00040,2025-09-27,09-2025,209173.12,0.0,0.0,10458.66,10458.66,219631.78
INV00336,29TXBRY6779P8ZV,INV/102025/00041,2025-10-05,10-2025,3367.67,0.0,0.0,404.12,404.12,3771.79
INV00337,29TXBRY6779P8ZV,INV/112025/00042,2025-11-28,11-2025,232383.31,0.0,0.0,27886.0,27886.0,260269.31
INV00338,29TXBRY6779P8ZV,INV/032026/00043,2026-03-11,03-2026,140687.26,0.0,0.0,16882.47,16882.47,157569.73
INV00339,29TXBRY6779P8ZV,INV/032026/00044,2026-03-01,03-2026,185702.89,0.0,0.0,51996.81,51996.81,237699.7
INV00340,29TXBRY6779P8ZV,INV/112025/00045,2025-11-08,11-2025,71026.94,0.0,0.0,12784.85,12784.85,83811.79
INV00341,29TXBRY6779P8ZV,INV/042025/00046,2025-04-28,04-2025,4739.37,0.0,0.0,568.72,568.72,5308.09
INV00342,29TXBRY6779P8ZV,INV/042025/00047,2025-04-24,04-2025,191472.73,0.0,0.0,53612.36,53612.36,245085.09
INV00343,29TXBRY6779P8ZV,INV/082025/00048,2025-08-30,08-2025,29612.28,0.0,0.0,1480.61,1480.61,31092.89
INV00344,29TXBRY6779P8ZV,INV/122025/00049,2025-12-20,12-2025,51468.46,0.0,0.0,9264.32,9264.32,60732.78
INV00345,29TXBRY6779P8ZV,INV/052025/00050,2025-05-08,05-2025,153572.72,0.0,0.0,27643.09,27643.09,181215.81
INV00346,29TXBRY6779P8ZV,INV/092025/00051,2025-09-28,09-2025,212423.77,0.0,0.0,25490.85,25490.85,237914.62
INV00347,29TXBRY6779P8ZV,INV/112025/00052,2025-11-20,11-2025,177928.18,0.0,0.0,49819.89,49819.89,227748.07
INV00348,09KGUGV7026CIZR,INV/032026/00001,2026-03-18,03-2026,9836.69,0.0,0.0,1770.6,1770.6,11607.29
INV00349,09KGUGV7026CIZR,INV/032026/00002,2026-03-09,03-2026,210917.26,0.0,0.0,25310.07,25310.07,236227.33
INV00350,09KGUGV7026CIZR,INV/012026/00003,2026-01-27,01-2026,80189.61,0.0,0.0,22453.09,22453.09,102642.7
INV00351,09KGUGV7026CIZR,INV/012026/00004,2026-01-08,01-2026,140107.67,0.0,0.0,39230.15,39230.15,179337.82
INV00352,09KGUGV7026CIZR,INV/092025/00005,2025-09-12,09-2025,99288.2,0.0,0.0,17871.88,17871.88,117160.08
INV00353,09KGUGV7026CIZR,INV/032026/00006,2026-03-26,03-2026,54141.69,0.0,0.0,2707.08,2707.08,56848.77
INV00354,09KGUGV7026CIZR,INV/072025/00007,2025-07-17,07-2025,225162.25,0.0,0.0,11258.11,11258.11,236420.36
INV00355,09KGUGV7026CIZR,INV/042025/00008,2025-04-03,04-2025,182139.33,0.0,0.0,21856.72,21856.72,203996.05
INV00356,09KGUGV7026CIZR,INV/122025/00009,2025-12-30,12-2025,77630.32,0.0,0.0,13973.46,13973.46,91603.78
INV00357,09KGUGV7026CIZR,INV/032026/00010,2026-03-11,03-2026,96587.17,0.0,0.0,4829.36,4829.36,101416.53
INV00358,09KGUGV7026CIZR,INV/082025/00011,2025-08-18,08-2025,169177.21,0.0,0.0,8458.86,8458.86,177636.07
INV00359,09KGUGV7026CIZR,INV/072025/00012,2025-07-06,07-2025,212072.13,0.0,0.0,25448.66,25448.66,237520.79
INV00360,09KGUGV7026CIZR,INV/102025/00013,2025-10-03,10-2025,65195.61,0.0,0.0,11735.21,11735.21,76930.82
INV00361,09KGUGV7026CIZR,INV/062025/00014,2025-06-02,06-2025,43379.9,0.0,0.0,5205.59,5205.59,48585.49
INV00362,09KGUGV7026CIZR,INV/022026/00015,2026-02-13,02-2026,52300.79,0.0,0.0,9414.14,9414.14,61714.93
INV00363,09KGUGV7026CIZR,INV/102025/00016,2025-10-08,10-2025,221254.83,0.0,0.0,11062.74,11062.74,232317.57
INV00364,09KGUGV7026CIZR,INV/102025/00017,2025-10-18,10-2025,220761.73,0.0,0.0,11038.09,11038.09,231799.82
INV00365,09KGUGV7026CIZR,INV/112025/00018,2025-11-28,11-2025,59650.89,0.0,0.0,16702.25,16702.25,76353.14
INV00366,09KGUGV7026CIZR,INV/072025/00019,2025-07-27,07-2025,125901.6,0.0,0.0,6295.08,6295.08,132196.68
INV00367,09KGUGV7026CIZR,INV/012026/00020,2026-01-02,01-2026,98311.17,0.0,0.0,17696.01,17696.01,116007.18
INV00368,09KGUGV7026CIZR,INV/102025/00021,2025-10-13,10-2025,84175.86,0.0,0.0,23569.24,23569.24,107745.1
INV00369,09KGUGV7026CIZR,INV/112025/00022,2025-11-15,11-2025,122356.93,0.0,0.0,34259.94,34259.94,156616.87
INV00370,09KGUGV7026CIZR,INV/042025/00023,2025-04-22,04-2025,132718.77,0.0,0.0,23889.38,23889.38,156608.15
INV00371,09KGUGV7026CIZR,INV/032026/00024,2026-03-10,03-2026,76083.11,0.0,0.0,13694.96,13694.96,89778.07
INV00372,09KGUGV7026CIZR,INV/092025/00025,2025-09-11,09-2025,216474.47,0.0,0.0,60612.85,60612.85,277087.32
INV00373,09KGUGV7026CIZR,INV/092025/00026,2025-09-06,09-2025,143035.97,0.0,0.0,25746.47,25746.47,168782.44
INV00374,09KGUGV7026CIZR,INV/112025/00027,2025-11-18,11-2025,41924.71,0.0,0.0,2096.24,2096.24,44020.95
INV00375,09KGUGV7026CIZR,INV/052025/00028,2025-05-10,05-2025,247065.29,0.0,0.0,69178.28,69178.28,316243.57
INV00376,09KGUGV7026CIZR,INV/092025/00029,2025-09-10,09-2025,177202.2,0.0,0.0,31896.4,31896.4,209098.6
INV00377,09KGUGV7026CIZR,INV/102025/00030,2025-10-03,10-2025,46182.61,0.0,0.0,8312.87,8312.87,54495.48
INV00378,09KGUGV7026CIZR,INV/092025/00031,2025-09-20,09-2025,38410.2,0.0,0.0,4609.22,4609.22,43019.42
INV00379,09KGUGV7026CIZR,INV/022026/00032,2026-02-21,02-2026,131420.6,0.0,0.0,36797.77,36797.77,168218.37
INV00380,09KGUGV7026CIZR,INV/012026/00033,2026-01-28,01-2026,139995.21,0.0,0.0,25199.14,25199.14,165194.35
INV00381,09KGUGV7026CIZR,INV/102025/00034,2025-10-09,10-2025,5696.4,0.0,0.0,683.57,683.57,6379.97
INV00382,09KGUGV7026CIZR,INV/052025/00035,2025-05-24,05-2025,161015.43,0.0,0.0,8050.77,8050.77,169066.2
INV00383,09KGUGV7026CIZR,INV/122025/00036,2025-12-14,12-2025,207986.93,0.0,0.0,58236.34,58236.34,266223.27
INV00384,09KGUGV7026CIZR,INV/022026/00037,2026-02-19,02-2026,146626.57,0.0,0.0,7331.33,7331.33,153957.9
INV00385,09KGUGV7026CIZR,INV/062025/00038,2025-06-03,06-2025,240291.09,0.0,0.0,67281.51,67281.51,307572.6
INV00386,09KGUGV7026CIZR,INV/092025/00039,2025-09-19,09-2025,38196.0,0.0,0.0,1909.8,1909.8,40105.8
INV00387,09KGUGV7026CIZR,INV/102025/00040,2025-10-22,10-2025,220886.42,0.0,0.0,39759.56,39759.56,260645.98
INV00388,09KGUGV7026CIZR,INV/092025/00041,2025-09-19,09-2025,75959.0,0.0,0.0,13672.62,13672.62,89631.62
INV00389,09KGUGV7026CIZR,INV/092025/00042,2025-09-10,09-2025,49612.04,0.0,0.0,8930.17,8930.17,58542.21
INV00390,09KGUGV7026CIZR,INV/032026/00043,2026-03-25,03-2026,38807.41,0.0,0.0,4656.89,4656.89,43464.3
INV00391,09KGUGV7026CIZR,INV/052025/00044,2025-05-17,05-2025,55431.95,0.0,0.0,15520.95,15520.95,70952.9
INV00392,09KGUGV7026CIZR,INV/042025/00045,2025-04-28,04-2025,17571.64,0.0,0.0,878.58,878.58,18450.22
INV00393,09KGUGV7026CIZR,INV/082025/00046,2025-08-13,08-2025,126065.69,0.0,0.0,22691.82,22691.82,148757.51
INV00394,09KGUGV7026CIZR,INV/102025/00047,2025-10-17,10-2025,176794.4,0.0,0.0,21215.33,21215.33,198009.73
INV00395,09KGUGV7026CIZR,INV/022026/00048,2026-02-07,02-2026,103181.09,0.0,0.0,12381.73,12381.73,115562.82
INV00396,09KGUGV7026CIZR,INV/052025/00049,2025-05-28,05-2025,129303.49,0.0,0.0,23274.63,23274.63,152578.12
INV00397,09KGUGV7026CIZR,INV/092025/00050,2025-09-22,09-2025,122876.55,0.0,0.0,14745.19,14745.19,137621.74
INV00398,09KGUGV7026CIZR,INV/112025/00051,2025-11-04,11-2025,55267.11,0.0,0.0,15474.79,15474.79,70741.9
INV00399,09KGUGV7026CIZR,INV/072025/00052,2025-07-07,07-2025,151972.09,0.0,0.0,42552.19,42552.19,194524.28
INV00400,09KGUGV7026CIZR,INV/052025/00053,2025-05-22,05-2025,118743.05,0.0,0.0,14249.17,14249.17,132992.22
INV00401,27HTJOA1331MSZ9,INV/032026/00001,2026-03-09,03-2026,192863.26,0.0,0.0,34715.39,34715.39,227578.65
INV00402,27HTJOA1331MSZ9,INV/092025/00002,2025-09-10,09-2025,175077.53,0.0,0.0,8753.88,8753.88,183831.41
INV00403,27HTJOA1331MSZ9,INV/072025/00003,2025-07-29,07-2025,143581.05,0.0,0.0,40202.69,40202.69,183783.74
INV00404,27HTJOA1331MSZ9,INV/102025/00004,2025-10-08,10-2025,237211.93,0.0,0.0,66419.34,66419.34,303631.27
INV00405,27HTJOA1331MSZ9,INV/032026/00005,2026-03-28,03-2026,78187.76,0.0,0.0,14073.8,14073.8,92261.56
INV00406,27HTJOA1331MSZ9,INV/102025/00006,2025-10-15,10-2025,214601.91,0.0,0.0,10730.1,10730.1,225332.01
INV00407,27HTJOA1331MSZ9,INV/042025/00007,2025-04-14,04-2025,179169.57,0.0,0.0,32250.52,32250.52,211420.09
INV00408,27HTJOA1331MSZ9,INV/042025/00008,2025-04-27,04-2025,188112.61,0.0,0.0,52671.53,52671.53,240784.14
INV00409,27HTJOA1331MSZ9,INV/102025/00009,2025-10-05,10-2025,38604.85,0.0,0.0,6948.87,6948.87,45553.72
INV00410,27HTJOA1331MSZ9,INV/082025/00010,2025-08-01,08-2025,123121.4,0.0,0.0,14774.57,14774.57,137895.97
INV00411,27HTJOA1331MSZ9,INV/122025/00011,2025-12-31,12-2025,166705.63,0.0,0.0,30007.01,30007.01,196712.64
INV00412,27HTJOA1331MSZ9,INV/082025/00012,2025-08-08,08-2025,124112.13,0.0,0.0,6205.61,6205.61,130317.74
